,transaction_id,date,account_id,account_type,category,vendor,amount,type,status,balance_after_transaction,total_spent,transaction_count,initial_balance,ending_balance,credit_limit,total_spent_total,transaction_count_total,total_spent_total,transaction_count_total
1027,1028,2024-10-24,1,Checking,Rent,Rent Payment,120.59,debit,completed,-48929.95999999997,,,5000,,,,,17219.66,110
1028,1029,2024-10-25,1,Checking,Utilities,Con Edison,275.34,credit,completed,-48654.61999999997,,,5000,,,,,13999.15,95
1029,1030,2024-10-26,1,Checking,Dining,Chipotle,151.56,debit,completed,-48806.17999999997,,,5000,,,,,19737.97,120
1030,1031,2024-10-27,1,Checking,Entertainment,Spotify,206.44,debit,completed,-49012.61999999997,,,5000,,,,,16169.18,108
1031,1032,2024-10-28,1,Checking,Shopping,Amazon,99.96,debit,completed,-49112.57999999997,,,5000,,,,,15401.48,101
1032,1033,2024-10-29,1,Checking,Shopping,Target,110.24,debit,completed,-49222.81999999997,,,5000,,,,,15401.48,101
1033,1034,2024-10-30,1,Checking,Utilities,Comcast,81.8,debit,completed,-49304.61999999997,,,5000,,,,,13999.15,95
1034,1035,2024-10-31,1,Checking,Rent,Rent Payment,267.03,debit,completed,-49571.64999999997,,,5000,,,,,17219.66,110
1035,1036,2024-11-01,1,Checking,Groceries,Trader Joe's,32.2,debit,completed,-49603.84999999997,,,5000,,,,,14691.57,101
1036,1037,2024-11-02,1,Checking,Entertainment,Netflix,236.26,debit,pending,-49840.10999999997,,,5000,,,,,16169.18,108
1037,1038,2024-11-03,1,Checking,Dining,McDonald's,159.95,credit,completed,-49680.159999999974,,,5000,,,,,19737.97,120
1038,1039,2024-11-04,1,Checking,Rent,Rent Payment,160.43,debit,completed,-49840.589999999975,,,5000,,,,,17219.66,110
1039,1040,2024-11-05,1,Checking,Groceries,Trader Joe's,77.1,credit,completed,-49763.489999999976,,,5000,,,,,14691.57,101
1040,1041,2024-11-06,1,Checking,Entertainment,Spotify,159.03,debit,completed,-49922.519999999975,,,5000,,,,,16169.18,108
1041,1042,2024-11-07,1,Checking,Dining,Starbucks,123.78,debit,completed,-50046.299999999974,,,5000,,,,,19737.97,120
1042,1043,2024-11-08,1,Checking,Entertainment,Netflix,56.61,debit,completed,-50102.909999999974,,,5000,,,,,16169.18,108
1043,1044,2024-11-09,1,Checking,Healthcare,Walgreens,182.2,credit,completed,-49920.70999999998,,,5000,,,,,16608.36,106
1044,1045,2024-11-10,1,Checking,Healthcare,CVS,79.45,debit,completed,-50000.159999999974,,,5000,,,,,16608.36,106
1045,1046,2024-11-11,1,Checking,Utilities,Comcast,274.36,debit,completed,-50274.519999999975,,,5000,,,,,13999.15,95
1046,1047,2024-11-12,1,Checking,Healthcare,Walgreens,164.98,debit,completed,-50439.49999999998,,,5000,,,,,16608.36,106
1047,1048,2024-11-13,1,Checking,Utilities,Comcast,241.91,credit,completed,-50197.589999999975,,,5000,,,,,13999.15,95
1048,1049,2024-11-14,1,Checking,Utilities,Con Edison,46.89,credit,completed,-50150.699999999975,,,5000,,,,,13999.15,95
1049,1050,2024-11-15,1,Checking,Utilities,Con Edison,135.87,debit,completed,-50286.56999999998,,,5000,,,,,13999.15,95
1050,1051,2024-11-16,1,Checking,Dining,Starbucks,288.75,debit,completed,-50575.31999999998,,,5000,,,,,19737.97,120
1051,1052,2024-11-17,1,Checking,Entertainment,Netflix,168.36,debit,pending,-50743.67999999998,,,5000,,,,,16169.18,108
1052,1053,2024-11-18,1,Checking,Entertainment,Spotify,84.83,debit,completed,-50828.50999999998,,,5000,,,,,16169.18,108
1053,1054,2024-11-19,1,Checking,Healthcare,CVS,242.5,debit,completed,-51071.00999999998,,,5000,,,,,16608.36,106
1054,1055,2024-11-20,1,Checking,Utilities,Con Edison,137.36,debit,completed,-51208.36999999998,,,5000,,,,,13999.15,95
1055,1056,2024-11-21,1,Checking,Utilities,Comcast,52.32,credit,completed,-51156.04999999998,,,5000,,,,,13999.15,95
1056,1057,2024-11-22,1,Checking,Entertainment,Movie Theater,76.48,debit,completed,-51232.529999999984,,,5000,,,,,16169.18,108
1057,1058,2024-11-23,1,Checking,Shopping,Best Buy,259.92,credit,completed,-50972.609999999986,,,5000,,,,,15401.48,101
1058,1059,2024-11-24,1,Checking,Groceries,Walmart,108.63,debit,completed,-51081.23999999998,,,5000,,,,,14691.57,101
1059,1060,2024-11-25,1,Checking,Utilities,Con Edison,189.17,debit,completed,-51270.40999999998,,,5000,,,,,13999.15,95
1060,1061,2024-11-26,1,Checking,Entertainment,Movie Theater,254.54,credit,completed,-51015.86999999998,,,5000,,,,,16169.18,108
1061,1062,2024-11-27,1,Checking,Rent,Rent Payment,151.27,debit,completed,-51167.13999999998,,,5000,,,,,17219.66,110
1062,1063,2024-11-28,1,Checking,Dining,Chipotle,105.26,debit,completed,-51272.39999999998,,,5000,,,,,19737.97,120
1063,1064,2024-11-29,1,Checking,Groceries,Whole Foods,198.45,debit,completed,-51470.84999999998,,,5000,,,,,14691.57,101
1064,1065,2024-11-30,1,Checking,Healthcare,CVS,20.87,debit,pending,-51491.71999999998,,,5000,,,,,16608.36,106
1065,1066,2024-12-01,1,Checking,Entertainment,Spotify,220.09,debit,completed,-51711.809999999976,,,5000,,,,,16169.18,108
1066,1067,2024-12-02,1,Checking,Dining,McDonald's,132.43,debit,pending,-51844.239999999976,,,5000,,,,,19737.97,120
1067,1068,2024-12-03,1,Checking,Dining,Chipotle,173.73,credit,completed,-51670.50999999997,,,5000,,,,,19737.97,120
1068,1069,2024-12-04,1,Checking,Shopping,Best Buy,160.74,debit,completed,-51831.24999999997,,,5000,,,,,15401.48,101
1069,1070,2024-12-05,1,Checking,Healthcare,Walgreens,267.29,debit,completed,-52098.53999999997,,,5000,,,,,16608.36,106
1070,1071,2024-12-06,1,Checking,Utilities,Con Edison,42.73,debit,completed,-52141.269999999975,,,5000,,,,,13999.15,95
1071,1072,2024-12-07,1,Checking,Shopping,Amazon,246.17,debit,completed,-52387.43999999997,,,5000,,,,,15401.48,101
1072,1073,2024-12-08,1,Checking,Rent,Rent Payment,10.71,debit,completed,-52398.14999999997,,,5000,,,,,17219.66,110
1073,1074,2024-12-09,1,Checking,Entertainment,Movie Theater,150.21,debit,completed,-52548.35999999997,,,5000,,,,,16169.18,108
1074,1075,2024-12-10,1,Checking,Shopping,Target,132.92,credit,completed,-52415.43999999997,,,5000,,,,,15401.48,101
1075,1076,2024-12-11,1,Checking,Dining,McDonald's,51.61,credit,pending,-52363.82999999997,,,5000,,,,,19737.97,120
1076,1077,2024-12-12,1,Checking,Shopping,Amazon,230.69,credit,completed,-52133.13999999997,,,5000,,,,,15401.48,101
1077,1078,2024-12-13,1,Checking,Healthcare,Walgreens,267.22,debit,completed,-52400.35999999997,,,5000,,,,,16608.36,106
1078,1079,2024-12-14,1,Checking,Rent,Rent Payment,139.57,credit,completed,-52260.78999999997,,,5000,,,,,17219.66,110
1079,1080,2024-12-15,1,Checking,Entertainment,Netflix,218.94,debit,completed,-52479.729999999974,,,5000,,,,,16169.18,108
1080,1081,2024-12-16,1,Checking,Rent,Rent Payment,283.97,debit,completed,-52763.699999999975,,,5000,,,,,17219.66,110
1081,1082,2024-12-17,1,Checking,Utilities,Comcast,240.92,debit,completed,-53004.61999999997,,,5000,,,,,13999.15,95
1082,1083,2024-12-18,1,Checking,Groceries,Whole Foods,260.49,credit,pending,-52744.129999999976,,,5000,,,,,14691.57,101
1083,1084,2024-12-19,1,Checking,Shopping,Amazon,226.65,credit,completed,-52517.479999999974,,,5000,,,,,15401.48,101
1084,1085,2024-12-20,1,Checking,Rent,Rent Payment,188.24,debit,completed,-52705.71999999997,,,5000,,,,,17219.66,110
1085,1086,2024-12-21,1,Checking,Healthcare,CVS,53.23,credit,completed,-52652.48999999997,,,5000,,,,,16608.36,106
1086,1087,2024-12-22,1,Checking,Rent,Rent Payment,228.3,debit,completed,-52880.78999999997,,,5000,,,,,17219.66,110
1087,1088,2024-12-23,1,Checking,Dining,Starbucks,242.32,debit,completed,-53123.10999999997,,,5000,,,,,19737.97,120
1088,1089,2024-12-24,1,Checking,Utilities,Con Edison,146.9,debit,completed,-53270.00999999997,,,5000,,,,,13999.15,95
1089,1090,2024-12-25,1,Checking,Dining,Starbucks,174.41,debit,completed,-53444.41999999998,,,5000,,,,,19737.97,120
1090,1091,2024-12-26,1,Checking,Entertainment,Spotify,80.0,debit,completed,-53524.41999999998,,,5000,,,,,16169.18,108
1091,1092,2024-12-27,1,Checking,Dining,Starbucks,162.02,credit,pending,-53362.39999999998,,,5000,,,,,19737.97,120
1092,1093,2024-12-28,1,Checking,Rent,Rent Payment,167.14,debit,completed,-53529.53999999998,,,5000,,,,,17219.66,110
1093,1094,2024-12-29,1,Checking,Shopping,Amazon,226.28,debit,completed,-53755.81999999998,,,5000,,,,,15401.48,101
1094,1095,2024-12-30,1,Checking,Shopping,Best Buy,200.92,credit,completed,-53554.89999999998,,,5000,,,,,15401.48,101
1095,1096,2024-12-31,1,Checking,Dining,McDonald's,154.41,debit,completed,-53709.30999999998,,,5000,-53709.30999999998,,,,19737.97,120
